id,pokedex_version_id,flavor_text
65,1,Its brain can out perform a super computer.Its intelligence quotient is said to be 5 000.
65,2,Its brain can out perform a super computer.Its intelligence quotient is said to be 5 000.
65,3,A Pokemon that can memorize anything. It never forgetswhat it learns-- that's why this Pokemon is smart.
65,4,Closing both its eyes heightens all its other senses.This enables it to use its abilities to their extremes.
65,5,Its brain cells multiply continu ally until itdies. As a result it remembers everything.
65,6,It has an IQ of 5000. It calcu lates many thingsin order to gain the edge in every battle.
65,7,ALAKAZAM's brain continually grows making its head far too heavy to support with its neck.This Pokemon holds its head up using its psychokinetic power instead.
65,8,ALAKAZAM's brain continually grows infinitely multiplying brain cells. This amazing brain gives this Pokemonan astoundingly high IQ of 5 000. It has a thorough memory of everything that has occurred in the world.
65,9,While it has strong psychic abilities and high intelligence an ALAKAZAM's muscles are very weak. It uses psychic power to move its body.
65,10,It does not like physical attacks very much. Instead it freely uses extra sensory powers to defeat foes.
65,11,Its brain can outperform a supercomputer. Its IQ (intelligence quotient) is said to be around 5 000.
65,12,Its superb memory lets it recall everything it has experienced from birth. Its IQ exceeds 5 000.
65,13,Its highly developed brain is on par with a supercomputer. It can use all forms of psychic abilities.
65,14,The spoons clutched in its hands are said to have been created by its psychic powers.
65,15,Closing both its eyes heightens all its other senses. This enables it to use its abilities to their extremes.
65,16,Its brain cells multiply continually until it dies. As a result it remembers everything.
65,17,The spoons clutched in its hands are said to have been created by its psychic powers.
65,18,The spoons clutched in its hands are said to have been created by its psychic powers.
65,21,The spoons clutched in its hands are said to have been created by its psychic powers.
65,22,The spoons clutched in its hands are said to have been created by its psychic powers.
65,23,Its brain cells multiply continually until it dies. As a result it remembers everything.
65,24,Its brain can outperform a supercomputer. Its IQ (intelligence quotient) is said to be around 5 000.
65,25,Alakazam's brain continually grows making its head far too heavy to support with its neck. This Pokemon holds its head up using its psychokinetic power instead.
65,26,Alakazam's brain continually grows infinitely multiplying brain cells. This amazing brain gives this Pokemon an astoundingly high IQ of 5 000. It has a thorough memory of everything that has occurred in the world.
